Date,Open,High,Low,Close,Volume,Adj Close
2016-07-27,122.419998,125.00,121.510002,123.339996,52654200,123.339996
2016-07-26,122.00,122.07,120.75,121.220001,17612000,121.220001
2016-07-25,121.389999,121.849998,117.779999,121.629997,18487400,121.629997
2016-07-22,119.900002,121.010002,119.309998,121.00,18422400,121.00
2016-07-21,121.919998,122.099998,120.25,120.610001,17801700,120.610001
2016-07-20,121.25,122.199997,120.559998,121.919998,20046500,121.919998
2016-07-19,118.989998,120.849998,118.660004,120.610001,21541300,120.610001
2016-07-18,117.32,119.610001,116.889999,119.370003,20868400,119.370003
2016-07-15,117.739998,118.279999,116.580002,116.860001,16646000,116.860001
2016-07-14,117.50,117.639999,116.699997,117.290001,14579700,117.290001
2016-07-13,118.389999,118.400002,116.68,116.779999,16207700,116.779999
2016-07-12,118.629997,118.720001,117.57,117.93,15217700,117.93
2016-07-11,117.709999,118.699997,117.50,117.870003,17711600,117.870003
2016-07-08,116.43,117.50,115.849998,117.239998,18142600,117.239998
2016-07-07,116.629997,116.970001,115.360001,115.849998,16630200,115.849998
2016-07-06,113.360001,116.790001,112.970001,116.699997,24337600,116.699997
2016-07-05,113.940002,114.199997,112.970001,114.199997,14207000,114.199997
2016-07-01,114.199997,115.129997,113.809998,114.190002,14980000,114.190002
2016-06-30,114.669998,115.18,113.669998,114.279999,23192700,114.279999
2016-06-29,113.370003,114.25,113.040001,114.160004,20968300,114.160004
2016-06-28,110.629997,112.75,110.550003,112.699997,26813800,112.699997
2016-06-27,111.57,111.57,108.230003,108.970001,36130400,108.970001
2016-06-24,111.010002,113.68,111.00,112.080002,40643100,112.080002
2016-06-23,114.370003,115.089996,113.540001,115.080002,16176900,115.080002
2016-06-22,114.650002,114.739998,113.610001,113.910004,14846300,113.910004
2016-06-21,114.120003,115.209999,113.970001,114.379997,19166300,114.379997
2016-06-20,113.769997,114.720001,112.75,113.370003,20785400,113.370003
2016-06-17,114.419998,114.43,112.559998,113.019997,24644300,113.019997
2016-06-16,113.870003,114.50,112.940002,114.389999,19236300,114.389999
2016-06-15,115.300003,115.440002,114.07,114.599998,19819400,114.599998
2016-06-14,114.07,114.949997,113.580002,114.940002,17618500,114.940002
2016-06-13,115.00,115.480003,113.309998,113.949997,31718200,113.949997
2016-06-10,117.540001,118.110001,116.260002,116.620003,18510800,116.620003
2016-06-09,118.129997,118.68,117.709999,118.559998,13859200,118.559998
2016-06-08,117.760002,118.599998,117.269997,118.389999,14505600,118.389999
2016-06-07,119.239998,119.300003,117.669998,117.760002,17103000,117.760002
2016-06-06,118.620003,119.43,118.360001,118.790001,12744700,118.790001
2016-06-03,118.980003,118.980003,117.860001,118.470001,14135100,118.470001
2016-06-02,118.690002,119.440002,118.220001,118.93,13228300,118.93
2016-06-01,118.50,119.080002,117.82,118.779999,15029500,118.779999
2016-05-31,119.459999,120.099998,118.120003,118.809998,23547600,118.809998
2016-05-27,119.559998,119.849998,119.010002,119.379997,13464400,119.379997
2016-05-26,118.239998,119.760002,117.919998,119.470001,18481300,119.470001
2016-05-25,118.129997,118.669998,117.379997,117.889999,20019800,117.889999
2016-05-24,116.239998,117.730003,116.120003,117.699997,20183600,117.699997
2016-05-23,117.419998,117.599998,115.940002,115.970001,20441000,115.970001
2016-05-20,116.959999,117.989998,116.949997,117.349998,18944800,117.349998
2016-05-19,117.050003,117.489998,115.879997,116.809998,20544100,116.809998
2016-05-18,116.800003,118.269997,116.730003,117.650002,21642300,117.650002
2016-05-17,118.82,119.010002,117.199997,117.349998,21328600,117.349998
2016-05-16,119.379997,119.610001,117.349998,118.669998,31247800,118.669998
2016-05-13,120.379997,120.639999,119.68,119.809998,18124300,119.809998
2016-05-12,119.980003,120.839996,118.900002,120.279999,22035500,120.279999
2016-05-11,120.410004,121.080002,119.419998,119.519997,22038400,119.519997
2016-05-10,119.620003,120.50,119.00,120.50,23220000,120.50
2016-05-09,119.540001,120.279999,118.900002,119.239998,21138100,119.239998
2016-05-06,117.160004,119.639999,117.110001,119.489998,26216200,119.489998
2016-05-05,118.040001,118.980003,117.25,117.809998,22056700,117.809998
2016-05-04,116.610001,118.300003,116.57,118.059998,23448400,118.059998
2016-05-03,117.519997,118.160004,117.019997,117.43,24117500,117.43
2016-05-02,117.830002,118.730003,116.57,118.57,28095200,118.57
2016-04-29,116.82,117.839996,115.839996,117.580002,37140600,117.580002
2016-04-28,119.580002,120.790001,116.230003,116.730003,87110100,116.730003
2016-04-27,107.940002,108.940002,106.309998,108.889999,52213100,108.889999
2016-04-26,110.489998,110.50,108.150002,108.760002,22521500,108.760002
2016-04-25,109.870003,110.669998,109.07,110.099998,21017900,110.099998
2016-04-22,111.209999,111.75,109.010002,110.559998,38458200,110.559998
2016-04-21,112.550003,114.040001,112.309998,113.440002,20875200,113.440002
2016-04-20,112.43,113.269997,111.559998,112.419998,21027900,112.419998
2016-04-19,111.099998,112.449997,109.160004,112.290001,30210500,112.290001
2016-04-18,109.739998,110.809998,109.199997,110.449997,21092700,110.449997
2016-04-15,110.790001,110.970001,109.199997,109.639999,20922800,109.639999
2016-04-14,110.620003,112.040001,110.260002,110.839996,28473300,110.839996
2016-04-13,112.230003,112.650002,106.519997,110.510002,88227400,110.510002
2016-04-12,109.339996,111.160004,108.989998,110.610001,26248100,110.610001
2016-04-11,110.699997,110.910004,108.769997,108.989998,39762300,108.989998
2016-04-08,114.25,114.330002,109.900002,110.629997,48497800,110.629997
2016-04-07,113.790001,114.889999,113.07,113.639999,20714500,113.639999
2016-04-06,112.470001,113.809998,112.419998,113.709999,20814600,113.709999
2016-04-05,112.110001,113.32,111.900002,112.220001,22962400,112.220001
2016-04-04,114.07,114.550003,111.610001,112.550003,48487900,112.550003
2016-04-01,113.75,116.169998,113.349998,116.059998,24760500,116.059998
2016-03-31,114.699997,115.010002,113.769997,114.099998,21207500,114.099998
2016-03-30,116.730003,116.989998,114.360001,114.699997,33235200,114.699997
2016-03-29,113.830002,116.32,113.639999,116.139999,29825300,116.139999
2016-03-28,113.32,114.589996,112.949997,113.690002,21351800,113.690002
2016-03-24,112.129997,113.089996,111.68,113.050003,17839100,113.050003
2016-03-23,112.010002,113.190002,112.00,112.540001,18562000,112.540001
2016-03-22,111.360001,112.879997,111.169998,112.25,19001100,112.25
2016-03-21,111.660004,112.370003,111.029999,111.849998,18448000,111.849998
2016-03-18,111.559998,112.419998,110.269997,111.449997,36256900,111.449997
2016-03-17,112.150002,112.690002,110.730003,111.019997,24241200,111.019997
2016-03-16,110.489998,112.50,110.099998,112.18,24744800,112.18
2016-03-15,109.110001,110.830002,108.839996,110.669998,17618500,110.669998
2016-03-14,109.279999,110.330002,108.769997,109.889999,17249400,109.889999
2016-03-11,108.480003,109.419998,107.919998,109.410004,20697600,109.410004
2016-03-10,107.910004,108.660004,105.769997,107.32,24854300,107.32
2016-03-09,106.699997,107.510002,105.489998,107.510002,20493300,107.510002
2016-03-08,104.779999,107.370003,104.400002,105.93,25617000,105.93
2016-03-07,108.07,108.07,104.720001,105.730003,31436400,105.730003
2016-03-04,110.050003,110.050003,107.93,108.389999,24938900,108.389999
2016-03-03,110.25,110.300003,108.540001,109.580002,21353100,109.580002
2016-03-02,109.68,110.550003,108.769997,109.949997,25670200,109.949997
2016-03-01,107.830002,109.82,107.599998,109.82,26817300,109.82
2016-02-29,107.599998,108.910004,106.75,106.919998,32779000,106.919998
2016-02-26,108.699997,109.449997,107.160004,107.919998,26686200,107.919998
2016-02-25,107.110001,108.07,105.610001,108.07,29906300,108.07
2016-02-24,104.209999,106.949997,102.739998,106.879997,34412400,106.879997
2016-02-23,106.849998,107.470001,105.120003,105.459999,25319300,105.459999
2016-02-22,105.489998,108.25,105.339996,107.160004,35709700,107.160004
2016-02-19,102.550003,105.019997,102.059998,104.57,32404500,104.57
2016-02-18,105.800003,106.00,103.029999,103.470001,29593500,103.470001
2016-02-17,102.019997,105.720001,100.400002,105.199997,44073400,105.199997
2016-02-16,103.800003,103.93,100.239998,101.610001,45687200,101.610001
2016-02-12,103.739998,104.239998,101.089996,102.010002,36176800,102.010002
2016-02-11,99.599998,105.110001,98.879997,101.910004,43670600,101.910004
2016-02-10,101.550003,103.25,100.239998,101.00,45179400,101.00
2016-02-09,97.139999,102.400002,96.82,99.540001,62709000,99.540001
2016-02-08,100.410004,102.68,97.459999,99.75,71229700,99.75
2016-02-05,109.510002,109.580002,103.18,104.07,76894700,104.07
2016-02-04,111.800003,111.940002,109.25,110.489998,38890200,110.489998
2016-02-03,115.269997,115.339996,109.75,112.690002,56919300,112.690002
2016-02-02,114.800003,117.589996,113.199997,114.610001,59778600,114.610001
2016-02-01,112.269997,115.720001,112.010002,115.089996,46132700,115.089996
2016-01-29,108.989998,112.839996,108.839996,112.209999,62739500,112.209999
2016-01-28,107.199997,110.339996,104.809998,109.110001,107475300,109.110001
2016-01-27,97.790001,97.849998,94.230003,94.449997,58699400,94.449997
2016-01-26,97.760002,97.879997,95.660004,97.339996,26877100,97.339996
2016-01-25,98.720001,99.480003,96.93,97.010002,32482000,97.010002
2016-01-22,96.410004,98.07,95.489998,97.940002,30495400,97.940002
2016-01-21,94.910004,95.989998,92.620003,94.160004,30518900,94.160004
2016-01-20,92.830002,95.00,89.370003,94.349998,59051400,94.349998
2016-01-19,96.529999,97.419998,93.919998,95.260002,30998300,95.260002
2016-01-15,93.980003,96.379997,93.540001,94.970001,45935600,94.970001
2016-01-14,95.849998,98.870003,92.449997,98.370003,48658600,98.370003
2016-01-13,100.580002,100.580002,95.209999,95.440002,33410600,95.440002
2016-01-12,99.00,99.959999,97.550003,99.370003,28395400,99.370003
2016-01-11,97.910004,98.599998,95.389999,97.510002,29932400,97.510002
2016-01-08,99.879997,100.50,97.029999,97.330002,35402300,97.330002
2016-01-07,100.50,101.43,97.300003,97.919998,45172900,97.919998
2016-01-06,101.129997,103.769997,100.900002,102.970001,25096200,102.970001
2016-01-05,102.889999,103.709999,101.669998,102.730003,23258200,102.730003
2016-01-04,101.949997,102.239998,99.75,102.220001,37912400,102.220001
2015-12-31,106.00,106.169998,104.620003,104.660004,18298700,104.660004
2015-12-30,107.00,107.25,106.059998,106.220001,13115000,106.220001
2015-12-29,106.419998,107.739998,106.25,107.260002,17179900,107.260002
2015-12-28,105.019997,105.980003,104.529999,105.93,13069700,105.93
2015-12-24,104.739998,105.32,104.50,105.019997,6501800,105.019997
2015-12-23,105.889999,106.110001,103.860001,104.629997,19599700,104.629997
2015-12-22,105.220001,105.660004,104.809998,105.510002,14597100,105.510002
2015-12-21,104.910004,105.150002,103.599998,104.769997,16138800,104.769997
2015-12-18,106.080002,106.589996,103.970001,104.040001,35994200,104.040001
2015-12-17,107.489998,107.75,106.129997,106.220001,21675700,106.220001
2015-12-16,105.370003,107.089996,104.190002,106.790001,22680500,106.790001
2015-12-15,105.300003,105.800003,104.279999,104.550003,21764300,104.550003
2015-12-14,102.290001,104.739998,101.459999,104.660004,24648100,104.660004
2015-12-11,104.150002,104.339996,101.910004,102.120003,26427700,102.120003
2015-12-10,105.050003,106.400002,104.410004,105.419998,17414500,105.419998
2015-12-09,106.18,106.440002,103.550003,104.599998,23517300,104.599998
2015-12-08,104.00,106.910004,103.949997,106.489998,20401800,106.489998
2015-12-07,106.480003,106.830002,104.660004,105.610001,15474900,105.610001
2015-12-04,104.809998,107.730003,104.110001,106.18,21224700,106.18
2015-12-03,106.269997,106.849998,103.349998,104.379997,23236500,104.379997
